"# GtoPdb Version: 2025.1 - published: 2025-04-01"
"Target","Target ID","Target Subunit IDs","Target Gene Symbol","Target UniProt ID","Target Ensembl Gene ID","Target Ligand","Target Ligand ID","Target Ligand Subunit IDs","Target Ligand Gene Symbol","Target Ligand UniProt ID","Target Ligand Ensembl Gene ID","Target Ligand PubChem SID","Target Species","Ligand ID","Ligand","Ligand Type","Ligand Subunit IDs","Ligand Gene Symbol","Ligand Species","Ligand PubChem SID","Approved","Type","Action","Action comment","Selectivity","Endogenous","Primary Target","concentration Range","Affinity Units","Affinity High","Affinity Median","Affinity Low","Original Affinity Units","Original Affinity Low nm","Original Affinity Median nm","Original Affinity High nm","Original Affinity Relation","Assay Description","Receptor Site","Ligand Context","PubMed ID"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","13494","fanregratinib","Synthetic organic",,,,"500839904","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.220000267028809","","IC50","","6.0","","=","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","7707","fexagratinib","Synthetic organic",,,,"223366040","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","<","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","9786","futibatinib","Synthetic organic",,,,"354702259","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.960000038146973","","IC50","","1.100000023841858","","=","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","7877","infigratinib","Synthetic organic",,,,"223366206","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.850000381469727","","IC50","","1.399999976158142","","=","","","","21936542"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","12370","lirafugratinib","Synthetic organic",,,,"479821161","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.0","","IC50","","100.0","","<","Determiend in a FGFR2 biochemical caliper assay","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","8104","LY2874455","Synthetic organic",,,,"249565784","false","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","8.59000015258789","","IC50","","2.5999999046325684","","=","","","","21900693"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","7962","MK-2461","Synthetic organic",,,,"249565645","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.409999847412109","","IC50","","39.0","","=","","","","20145145"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","5936","nintedanib","Synthetic organic",,,,"178102559","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.429999828338623","","IC50","","37.0","","=","","","","18559524"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","9767","pemigatinib","Synthetic organic",,,,"354702240","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.0","","IC50","","100.0","","<","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","9788","PRN1371","Synthetic organic",,,,"354702261","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.890000343322754","","IC50","","1.2999999523162842","","=","","","","28665128"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","12874","resigratinib","Synthetic organic",,,,"485205995","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.0","","IC50","","100.0","","<","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","13218","segigratinib","Synthetic organic",,,,"491300000","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.890000343322754","","IC50","","1.2999999523162842","","=","","","","31438996"
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","11414","tasurgratinib","Synthetic organic",,,,"440816783","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.350000381469727","","IC50","","4.5","","=","","","",
"fibroblast growth factor receptor 2","1809",,"FGFR2","P21802","ENSG00000066468",,"",,,,,"","Human","9787","zoligratinib","Synthetic organic",,,,"354702260","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.119999885559082","","IC50","","7.599999904632568","","=","","","","25169980"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","11934","ASP5878","Synthetic organic",,,,"461663489","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.680000305175781","","IC50","","2.0999999046325684","","=","","","","35219181"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","8862","BLU-9931","Synthetic organic",,,,"252827519","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.820000171661377","","IC50","","150.0","","=","","","","25776529"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","8123","compound 1d [PMID: 21493067]","Synthetic organic",,,,"249565803","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.940000057220459","","IC50","","115.0","","=","","","","21493067"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","12313","compound 29 [PMID: 36356320]","Synthetic organic",,,,"479821104","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","9.300000190734863","","IC50","","0.5","","=","Inhibition of WT FGFR3 <i>in vitro</i>.","","","36356320"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","12313","compound 29 [PMID: 36356320]","Synthetic organic",,,,"479821104","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.569999694824219","","IC50","","2.700000047683716","","=","Inhibition of FGFR3<sup>V555L</sup> <i>in vitro</i>.","","","36356320"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","12485","compound 7 [Nguyen <i>et al.</i>, 2023]","Synthetic organic",,,,"479821275","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.25","","IC50","","5.599999904632568","","=","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","13809","dabogratinib","Synthetic organic",,,,"","false","Inhibitor","Inhibition","","Selective","false","false","","pIC50","","7.960000038146973","","IC50","","11.0","","=","","","","39258897"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","9785","derazantinib","Synthetic organic",,,,"354702258","false","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.350000381469727","","IC50","","4.5","","=","","","","27627808"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","5962","dovitinib","Synthetic organic",,,,"178102585","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","8.520000457763672","","8.050000190734863","IC50","9.0","","3.0","=","","","","19113866|15598814"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","9039","erdafitinib","Synthetic organic",,,,"315661124","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.520000457763672","","IC50","","3.0199999809265137","","=","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","13494","fanregratinib","Synthetic organic",,,,"500839904","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.220000267028809","","IC50","","6.0","","=","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","7707","fexagratinib","Synthetic organic",,,,"223366040","false","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","8.300000190734863","","IC50","","5.0","","<","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","9786","futibatinib","Synthetic organic",,,,"354702259","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","9.300000190734863","","IC50","","0.5","","=","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","7877","infigratinib","Synthetic organic",,,,"223366206","true","Inhibitor","Inhibition","","Not Determined","false","true","","pIC50","","9.0","","IC50","","1.0","","=","","","","21936542"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","8104","LY2874455","Synthetic organic",,,,"249565784","false","Inhibitor","Inhibition","","Family selective","false","true","","pIC50","","8.1899995803833","","IC50","","6.400000095367432","","=","","","","21900693"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","7962","MK-2461","Synthetic organic",,,,"249565645","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.300000190734863","","IC50","","50.0","","=","","","","20145145"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","5936","nintedanib","Synthetic organic",,,,"178102559","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.96999979019165","","IC50","","108.0","","=","","","","18559524"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","9767","pemigatinib","Synthetic organic",,,,"354702240","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.0","","IC50","","100.0","","<","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","9788","PRN1371","Synthetic organic",,,,"354702261","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.390000343322754","","IC50","","4.099999904632568","","=","","","","28665128"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","9789","rogaratinib","Synthetic organic",,,,"354702262","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.610000133514404","","IC50","","24.799999237060547","","=","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","13218","segigratinib","Synthetic organic",,,,"491300000","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.4399995803833","","IC50","","3.5999999046325684","","=","","","","31438996"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","10387","TAK-632","Synthetic organic",,,,"384403666","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.550000190734863","","IC50","","280.0","","=","Biochemical enzyme inhibition assay.","","","23906342"
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","11414","tasurgratinib","Synthetic organic",,,,"440816783","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.270000457763672","","IC50","","5.400000095367432","","=","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","11887","tinengotinib","Synthetic organic",,,,"461663443","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.460000038146973","","IC50","","3.5","","=","","","",
"fibroblast growth factor receptor 3","1810",,"FGFR3","P22607","ENSG00000068078",,"",,,,,"","Human","9787","zoligratinib","Synthetic organic",,,,"354702260","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.659999847412109","","IC50","","22.0","","=","","","","25169980"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","11546","aldafermin","Peptide",,,,"441604918","false","Agonist","Binding","","Not Determined","false","false","","-","","","","-","","","","=","","","","24728076"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","11545","FGF-19","Peptide",,"FGF19","Human","441604917","false","Agonist","Binding","","Not Determined","true","false","","pKd","","9.0","","Kd","","1.0","","=","Binding is heparin dependent","","","10525310"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","12313","compound 29 [PMID: 36356320]","Synthetic organic",,,,"479821104","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.840000152587891","","IC50","","145.0","","=","","","","36356320"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","12485","compound 7 [Nguyen <i>et al.</i>, 2023]","Synthetic organic",,,,"479821275","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.449999809265137","","IC50","","351.0","","=","","","",
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","12018","compound A34 [PMID: 35635004]","Synthetic organic",,,,"464244159","false","Inhibitor","Inhibition","","Selective","false","true","","pIC50","","8.270000457763672","","IC50","","5.400000095367432","","=","","","","35635004"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","13809","dabogratinib","Synthetic organic",,,,"","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.389999866485596","","IC50","","405.0","","=","","","","39258897"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","9039","erdafitinib","Synthetic organic",,,,"315661124","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.25","","IC50","","5.619999885559082","","=","","","",
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","7707","fexagratinib","Synthetic organic",,,,"223366040","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.78000020980835","","IC50","","165.0","","=","","","",
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","9786","futibatinib","Synthetic organic",,,,"354702259","true","Inhibitor","Inhibition","","Non-selective","false","false","","pIC50","","8.470000267028809","","IC50","","3.4000000953674316","","=","","","",
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","7877","infigratinib","Synthetic organic",,,,"223366206","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.21999979019165","","IC50","","60.0","","=","","","","21936542"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","12869","irpagratinib","Synthetic organic",,,,"485205990","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","8.069999694824219","","IC50","","8.5","","=","","","",
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","8104","LY2874455","Synthetic organic",,,,"249565784","false","Inhibitor","Inhibition","","Family selective","false","false","","pIC50","","8.220000267028809","","IC50","","6.0","","=","","","","21900693"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","5936","nintedanib","Synthetic organic",,,,"178102559","true","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","6.210000038146973","","IC50","","610.0","","=","","","","18559524"
"fibroblast growth factor receptor 4","1811",,"FGFR4","P22455","ENSG00000160867",,"",,,,,"","Human","9788","PRN1371","Synthetic organic",,,,"354702261","false","Inhibitor","Inhibition","","Not Determined","false","false","","pIC50","","7.710000038146973","","IC50","","19.299999237060547","","=","","","","28665128"
